artifactNumber	ObjectName	BeginDate	group1	category1	material	Length	Width	Height	image
1981.0234.001	Tricycle	1886	Transport	Cycles & cycling	metal->;resin->rubber;skin->leather;wood	213.0 cm	86.0 cm	118.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0234.001.aa.cs.png
1981.0235.001	Tricycle	1894	Transport	Cycles & cycling	metal->steel;wood->bamboo;resin->rubber;skin->leather;fibre->felt	166.0 cm	72.0 cm	10.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0235.001.aa.cs.png
1981.0236.001	Tricycle	1888	Transport	Cycles & cycling	metal->;wood->;skin->leather;resin->rubber	191.0 cm	86.0 cm	110.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0236.001.aa.cs.png
1981.0237.001	Bicycle	1869	Transport	Cycles & cycling	wood->;metal->iron	90.4 cm	60.7 cm	119.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0237.001.aa.cs.png
1981.0238.001	Bicycle	1869	Transport	Cycles & cycling	metal;wood	182.0 cm	55.0 cm	102.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0238.001.aa.cs.png
1981.0239.001	Bicycle	1869	Transport	Cycles & cycling	metal->;wood->;skin->leather	135.7 cm	61.4 cm	98.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0239.001.aa.cs.png
1981.0240.001	Tricycle	1878	Transport	Cycles & cycling	wood->;metal->iron;skin->leather	169.6 cm	79.6 cm	70.4 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0240.001.aa.cs.png
1981.0241.001	Tricycle	1880	Transport	Cycles & cycling	metal->;resin->rubber;skin->leather;wood	162.5 cm	76.3 cm	121.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0241.001.aa.cs.png
1981.0242.001	Tricycle	1882	Transport	Cycles & cycling	metal->;resin->rubber;skin->leather;wood	150.0 cm	66.3 cm	96.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0242.001.aa.cs.png
1981.0243.001	Bicycle	1875	Transport	Cycles & cycling	metal->;resin->rubber;skin->leather;wood	121.0 cm	68.0 cm	109.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0243.001.aa.cs.png
1981.0244.001	Bicycle	1872	Transport	Cycles & cycling	metal->;wood->;skin->suede;resin->rubber	106.0 cm	49.0 cm	84.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0244.001.aa.cs.png
1981.0245.001	Bicycle	1894	Transport	Cycles & cycling	metal->;resin->rubber;synthetic->plastic;skin->leather	138.0 cm	50.0 cm	112.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0245.001.aa.cs.png
1981.0246.001	Bicycle	1898	Transport	Cycles & cycling	metal->;resin->rubber;skin->leather	175.2 cm	94.7 cm	110.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0246.001.aa.cs.png
1981.0247.001	"""Skate, roller"""	1898	Transport	Human powered	metal->steel;wood->;resin->rubber;skin->leather	15.0 cm	12.8 cm	52.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0247.001.aa.cs.png
1981.0248.001	"""Chain, bicycle"""	1890	Transport	Cycles & cycling	Unknown	62.0 cm	19.2 cm	2.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0248.001.aa.cs.png
1981.0249.001	Bicycle	1897	Transport	Cycles & cycling	metal->;skin->leather;resin->rubber	185.0 cm	40.0 cm	95.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0249.001.aa.cs.png
1981.0250.001	"""Lantern, candle"""	1910	Transport	Cycles & cycling	metal->brass;metal->iron;glass->;resin->wax	9.7 cm	5.6 cm	7.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0250.001.aa.cs.png
1981.0251.001	"""Lantern, candle"""	1890	Transport	Cycles & cycling	metal->brass;glass	13.3 cm	7.5 cm	7.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0251.001.aa.cs.png
1981.0252.001	"""Lantern, candle"""	1890	Transport	Cycles & cycling	metal->brass;metal->nickel;glass	19.0 cm	9.0 cm	17.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0252.001.aa.cs.png
1981.0253.001	"""Lantern, candle"""	Unknown	Transport	Cycles & cycling	Unknown	11.5 cm	8.3 cm	8.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0253.001.aa.cs.png
1981.0254.001	"""Lamp, gas"""	1900	Transport	Cycles & cycling	metal->brass;metal->nickel;glass	14.8 cm	12.6 cm	16.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0254.001.aa.cs.png
1981.0255.001	"""Lamp, gas"""	1900	Transport	Cycles & cycling	metal->brass;glass	14.2 cm	8.3 cm	15.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0255.001.aa.cs.png
1981.0256.001	"""Lamp, gas"""	1911	Transport	Cycles & cycling	metal->brass;metal->nickel;glass	11.6 cm	16.0 cm	16.4 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0256.001.aa.cs.png
1981.0257.001	"""Lamp, gas"""	Unknown	Transport	Cycles & cycling	metal;glass	18.0 cm	10.9 cm	20.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0257.001.aa.cs.png
1981.0258.001	"""Bag, tool"""	1900	Transport	Cycles & cycling	metal->;skin->leather;fibre	21.5 cm	9.5 cm	3.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0258.001.aa.cs.png
1981.0260.001	Wrench	Unknown	Technology	Tools-Hand	metal	13.9 cm	3.7 cm	1.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0260.001.aa.cs.png
1981.0262.001	Wrench	Unknown	Technology	Tools-Hand	metal	14.1 cm	1.9 cm	1.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0262.001.aa.cs.png
1981.0263.001	Wrench	Unknown	Technology	Tools-Hand	metal->iron	10.8 cm	3.1 cm	1.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0263.001.aa.cs.png
1981.0264.001	Oiler	Unknown	Transport	Cycles & cycling	metal->brass;metal->nickel	8.9 cm	2.5 cm	1.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0264.001.aa.cs.png
1981.0265.001	Cyclometer	Unknown	Transport	Cycles & cycling	metal->brass;glass	3.2 cm	6.0 cm	10.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0265.001.aa.cs.png
1981.0266.001	Cyclometer	Unknown	Transport	Cycles & cycling	metal->brass;glass	3.2 cm	6.0 cm	9.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0266.001.aa.cs.png
1981.0267.001	Cyclometer	1900	Transport	Cycles & cycling	metal->brass;metal->steel;glass	3.5 cm	6.0 cm	11.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0267.001.aa.cs.png
1981.0268.001	Cyclometer	1886	Transport	Cycles & cycling	metal->brass;paper->;glass->enamel	12.1 cm	5.6 cm	14.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0268.001.aa.cs.png
1981.0269.001	Cyclometer	1883	Transport	Cycles & cycling	metal->brass;metal->nickel;paper;glass	10.0 cm	6.6 cm	6.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0269.001.aa.cs.png
1981.0270.001	Cyclometer	Unknown	Transport	Cycles & cycling	metal->brass;glass	10.7 cm	6.3 cm	5.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0270.001.aa.cs.png
1981.0272.001	Cyclometer	1899	Transport	Cycles & cycling	metal->brass;glass	2.0 cm	2.3 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0272.001.aa.cs.png
1981.0273.001	Cyclometer	1889	Transport	Cycles & cycling	metal;synthetic	2.0 cm	2.9 cm	5.4 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0273.001.aa.cs.png
1981.0274.001	Cyclometer	1889	Transport	Cycles & cycling	metal->brass;metal->nickel;glass->;paper->cardboard	5.2 cm	2.9 cm	5.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0274.001.aa.cs.png
1981.0275.001	Cyclometer	1897	Transport	Cycles & cycling	metal->;glass->;paper->cardboard	2.3 cm	3.0 cm	7.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0275.001.aa.cs.png
1981.0276.001	Cyclometer	1895	Transport	Cycles & cycling	metal->brass;synthetic	2.4 cm	3.0 cm	7.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0276.001.aa.cs.png
1981.0277.001	Cyclometer	1900	Transport	Cycles & cycling	metal->brass;metal->iron;glass	2.5 cm	2.9 cm	8.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0277.001.aa.cs.png
1981.0278.001	Cyclometer	1896	Transport	Cycles & cycling	metal->;glass->;paper->cardboard	4.2 cm	3.2 cm	6.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0278.001.aa.cs.png
1981.0279.001	Cyclometer	Unknown	Transport	Cycles & cycling	metal->brass;metal->nickel	5.8 cm	4.0 cm	10.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0279.001.aa.cs.png
1981.0280.001	Cyclometer	1897	Transport	Cycles & cycling	metal->brass;glass->enamel	2.8 cm	6.5 cm	6.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0280.001.aa.cs.png
1981.0281.001	Cyclometer	1895	Transport	Cycles & cycling	metal->brass;metal->nickel;glass->enamel	5.6 cm	5.8 cm	6.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0281.001.aa.cs.png
1981.0282.001	Cyclometer	1895	Transport	Cycles & cycling	metal->brass;metal->nickel;glass->enamel	1.6 cm	6.1 cm	6.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0282.001.aa.cs.png
1981.0283.001	Cyclometer	1895	Transport	Cycles & cycling	metal->brass;metal->nickel;glass->enamel;paper->cardboard	2.2 cm	6.7 cm	5.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0283.001.aa.cs.png
1981.0284.001	Cyclometer	Unknown	Transport	Cycles & cycling	metal->brass;glass->enamel;wood	7.2 cm	6.0 cm	3.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0284.001.aa.cs.png
1981.0285.001	Cyclometer	1897	Transport	Cycles & cycling	metal->brass;synthetic	2.4 cm	4.8 cm	4.9 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0285.001.aa.cs.png
1981.0286.001	Cyclometer	1894	Transport	Cycles & cycling	metal;glass	5.2 cm	6.3 cm	7.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0286.001.aa.cs.png
1981.0287.001	Cyclometer	Unknown	Transport	Cycles & cycling	metal->brass;metal->nickel;metal->steel;glass	15.5 cm	11.1 cm	20.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0287.001.aa.cs.png
1981.0289.001	Bell	Unknown	Transport	Cycles & cycling	metal->brass;metal->nickel;metal->steel	19.5 cm	8.0 cm	11.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0289.001.aa.cs.png
1981.0291.001	Bell	1915	Transport	Cycles & cycling	metal->brass	7.2 cm	5.7 cm	5.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0291.001.aa.cs.png
1981.0293.001	Bell	Unknown	Transport	Cycles & cycling	metal->nickel;metal->steel	30.4 cm	20.0 cm	11.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0293.001.aa.cs.png
1981.0294.001	Bell	Unknown	Transport	Cycles & cycling	metal	8.1 cm	6.0 cm	5.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0294.001.aa.cs.png
1981.0298.001	Sign	1895	Transport	Cycles & cycling	wood;glass	24.2 cm	54.4 cm	2.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0298.001.aa.cs.png
1981.0299.001	Sign	Unknown	Transport	Cycles & cycling	wood	14.8 cm	106.7 cm	1.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0299.001.aa.cs.png
1981.0300.001	Sign	Unknown	Transport	Cycles & cycling	Unknown	86.8 cm	48.5 cm	12.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0300.001.aa.cs.png
1981.0307.001	Scrapbook	1892	Transport	Cycles & cycling	paper;fibre	38.2 cm	30.3 cm	3.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0307.001.aa.cs.png
1981.0308.001	Scrapbook	1939	Transport	Cycles & cycling	paper;fibre;metal	36.9 cm	30.7 cm	4.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0308.001.aa.cs.png
1981.0319.001	Poster	Unknown	Transport	Cycles & cycling	paper	130.6 cm	94.3 cm	1.9 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0319.001.aa.cs.png
1981.0332.001	"""Receiver, radio"""	1958	Technology	Radio	metal->;synthetic->plastic	23.8 cm	10.2 cm	17.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0332.001.aa.cs.png
1981.0333.001	"""Receiver, radio"""	1946	Technology	Radio	metal->;synthetic->plastic;glass->;paper->cardboard	18.5 cm	11.0 cm	8.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0333.001.aa.cs.png
1981.0334.001	"""Receiver, radio"""	1930	Technology	Radio	wood->;synthetic->plastic;metal->;glass->;resin->rubber;fibre->cotton	23.5 cm	10.5 cm	15.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0334.001.aa.cs.png
1981.0336.001	Turntable	Unknown	Technology	Sound	metal->;synthetic->plastic;resin->rubber;fibre->velvet - possible	32.0 cm	30.0 cm	20.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0336.001.aa.cs.png
1981.0337.001	Camera	1950	Craft	Still cameras	metal->;skin->leather;synthetic->plastic;synthetic->leatherette;glass	13.0 cm	7.8 cm	8.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0337.001.aa.cs.png
1981.0338.001	Transformer	Unknown	Technology	Regulation & transformation	metal;synthetic	8.0 cm	11.5 cm	9.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0338.001.aa.cs.png
1981.0343.001	Dental unit	1950	Technology	Dentistry	metal;glass;synthetic	120.0 cm	46.0 cm	180.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0343.001.aa.cs.png
1981.0344.001	Chair	Unknown	Technology	Dentistry	metal->;synthetic->;skin->leather;resin->rubber	136.0 cm	57.0 cm	114.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0344.001.aa.cs.png
1981.0346.001	X-ray machine	Unknown	Technology	Radiology	metal->;wood->;synthetic->bakelite;glass	130.0 cm	45.7 cm	184.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0346.001.aa.cs.png
1981.0347.001	"""Punch, paper"""	Unknown	Technology	Radiology	metal	24.0 cm	7.1 cm	26.4 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0347.001.aa.cs.png
1981.0348.001	"""Hanger, film"""	Unknown	Technology	Radiology	metal	21.5 cm	5.9 cm	1.9 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0348.001.aa.cs.png
1981.0349.001	"""Hanger, film"""	Unknown	Technology	Radiology	metal;synthetic	5.1 cm	1.1 cm	1.4 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0349.001.aa.cs.png
1981.0350.001	"""Holder, x-ray film"""	1915	Technology	Radiology	wood;paper	10.6 cm	4.2 cm	2.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0350.001.aa.cs.png
1981.0351.001	Safelight	Unknown	Craft	Still processing	metal;glass;synthetic	19.5 cm	17.6 cm	22.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0351.001.aa.cs.png
1981.0352.001	Sterilizer	Unknown	Technology	Dentistry	metal->;synthetic->bakelite	34.2 cm	20.5 cm	17.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0352.001.aa.cs.png
1981.0354.001	"""Lamp, electric"""	Unknown	Technology	Dentistry	metal->;skin->leather;glass	36.5 cm	9.5 cm	5.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0354.001.aa.cs.png
1981.0355.001	"""Mirror, examination"""	Unknown	Technology	Dentistry	metal->;skin->leather	67.0 cm	9.0 cm	3.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0355.001.aa.cs.png
1981.0356.001	"""Mould guide, tooth"""	Unknown	Technology	Dentistry	synthetic->bakelite;metal->;resin->wax	17.3 cm	14.3 cm	16.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0356.001.aa.cs.png
1981.0357.001	"""Mould guide, tooth"""	Unknown	Technology	Dentistry	wood->;synthetic->;metal->;resin->wax	35.5 cm	30.7 cm	3.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0357.001.aa.cs.png
1981.0358.001	"""Mould guide, tooth"""	Unknown	Technology	Dentistry	paper->cardboard;wood - possible->;resin->wax - possible;synthetic->;fibre->felt	40.2 cm	31.3 cm	2.9 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0358.001.aa.cs.png
1981.0359.001	"""Mould guide, tooth"""	Unknown	Technology	Dentistry	synthetic->plastic	12.0 cm	10.0 cm	2.4 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0359.001.aa.cs.png
1981.0366.001	"""Mould guide, tooth"""	Unknown	Technology	Dentistry	synthetic->bakelite;resin->wax;metal	16.3 cm	13.1 cm	1.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0366.001.aa.cs.png
1981.0367.001	Dish	Unknown	Technology	Dentistry	glass;metal	19.2 cm	9.8 cm	4.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0367.001.aa.cs.png
1981.0368.001	Dish	Unknown	Technology	Dentistry	ceramic	17.8 cm	11.1 cm	1.9 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0368.001.aa.cs.png
1981.0369.001	Dish	Unknown	Technology	Dentistry	ceramic	18.3 cm	11.5 cm	1.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0369.001.aa.cs.png
1981.0370.001	Dish	Unknown	Technology	Dentistry	ceramic	20.4 cm	10.0 cm	2.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0370.001.aa.cs.png
1981.0371.001	Container	Unknown	Technology	Radiology	synthetic	10.8 cm	6.5 cm	10.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0371.001.aa.cs.png
1981.0372.001	"""Receptacle, waste"""	Unknown	Technology	Dentistry	glass->;paper->cardboard	4.7 cm	4.7 cm	5.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0372.001.aa.cs.png
1981.0378.001	"""Rack, tool"""	Unknown	Technology	Dentistry	metal	25.4 cm	15.9 cm	10.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0378.001.aa.cs.png
1981.0380.001	"""Clip, napkin"""	Unknown	Technology	Dentistry	metal;synthetic	32.5 cm	1.7 cm	1.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0380.001.aa.cs.png
1981.0381.001	Shell	Unknown	Technology	Dentistry	paper->cardboard;metal->aluminum	16.6 cm	12.3 cm	2.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0381.001.aa.cs.png
1981.0382.001	Shell	Unknown	Technology	Dentistry	metal->aluminum;wood	16.1 cm	12.4 cm	3.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0382.001.aa.cs.png
1981.0383.001	Matrix form	Unknown	Technology	Dentistry	metal->;synthetic->plastic	8.7 cm	6.9 cm	2.4 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0383.001.aa.cs.png
1981.0384.001	Matrix form	Unknown	Technology	Dentistry	metal->;wood->;synthetic->plastic	7.5 cm	5.7 cm	1.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0384.001.aa.cs.png
1981.0386.001	"""Form, crown"""	Unknown	Technology	Dentistry	synthetic->plastic;paper->cardboard	14.0 cm	10.9 cm	2.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0386.001.aa.cs.png
1981.0388.001	Impression compound	Unknown	Technology	Dentistry	resin->wax;paper->cardboard	8.8 cm	6.3 cm	4.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0388.001.aa.cs.png
1981.0389.001	"""Wax, bite"""	Unknown	Technology	Dentistry	resin->wax;paper->cardboard	16.2 cm	8.4 cm	5.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0389.001.aa.cs.png
1981.0390.001	"""Wax, bite"""	Unknown	Technology	Dentistry	resin->wax;fibre->cotton;paper->cardboard	15.1 cm	8.1 cm	3.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0390.001.aa.cs.png
1981.0391.001	"""Wax, periphery"""	Unknown	Technology	Dentistry	resin->wax;paper->cardboard	15.7 cm	8.1 cm	3.4 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0391.001.aa.cs.png
1981.0392.001	"""Wax, inlay casting"""	Unknown	Technology	Dentistry	resin->wax;paper->cardboard	8.1 cm	4.5 cm	1.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0392.001.aa.cs.png
1981.0393.001	Rim kit	Unknown	Technology	Dentistry	synthetic->plastic;resin->wax - possible;paper->cardboard	14.0 cm	6.2 cm	2.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0393.001.aa.cs.png
1981.0394.001	"""Bottle, chemical"""	Unknown	Science	Laboratory chemicals	glass->;synthetic->plastic	5.0 cm	1.9 cm	6.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0394.001.aa.cs.png
1981.0395.001	"""Container, anaesthetic"""	Unknown	Technology	Dentistry	metal->;glass->;paper->;resin->rubber	8.6 cm	8.6 cm	7.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0395.001.aa.cs.png
1981.0396.001	Sedative	Unknown	Technology	Chemicals & medications	paper->cardboard;glass	11.5 cm	8.6 cm	2.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0396.001.aa.cs.png
1981.0397.001	"""Tube, ointment"""	Unknown	Technology	Dentistry	paper->cardboard;metal;synthetic	10.5 cm	3.0 cm	2.3 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0397.001.aa.cs.png
1981.0400.001	Stannous fluoride	Unknown	Technology	Dentistry	glass->;synthetic->plastic	3.1 cm	2.4 cm	6.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0400.001.aa.cs.png
1981.0404.001	Dental alloy	Unknown	Technology	Dentistry	glass->;synthetic->plastic;paper->;metal->silver;metal->tin;metal->copper;metal->zinc - possible	3.5 cm	3.5 cm	8.9 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0404.001.aa.cs.png
1981.0407.001	Rosin	Unknown	Technology	Dentistry	glass->;synthetic->plastic;paper;resin	5.1 cm	5.1 cm	11.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0407.001.aa.cs.png
1981.0412.001	Dentition model	Unknown	Technology	Dentistry	metal;resin;synthetic	10.5 cm	6.0 cm	3.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0412.001.aa.cs.png
1981.0413.001	Denture	Unknown	Technology	Dentistry	metal;synthetic	5.7 cm	5.0 cm	2.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0413.001.aa.cs.png
1981.0414.001	Dentition model	Unknown	Technology	Dentistry	synthetic	8.2 cm	5.1 cm	3.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0414.001.aa.cs.png
1981.0415.001	Dentition model	Unknown	Technology	Dentistry	synthetic	6.5 cm	4.7 cm	2.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0415.001.aa.cs.png
1981.0416.001	Dentition model	Unknown	Technology	Dentistry	synthetic->plastic	11.8 cm	10.2 cm	7.9 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0416.001.aa.cs.png
1981.0417.001	Mandible fragment	Unknown	Technology	Dentistry	bone->ivory	6.3 cm	2.5 cm	7.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0417.001.aa.cs.png
1981.0421.001	Suture	Unknown	Technology	Dentistry	paper->cardboard;glass->;metal->;animal->intestine	11.3 cm	8.1 cm	2.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0421.001.aa.cs.png
1981.0423.001	Brush	Unknown	Technology	Dentistry	paper->cardboard;synthetic->carbon	5.6 cm	2.8 cm	2.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0423.001.aa.cs.png
1981.0424.001	Plug	Unknown	Technology	Dentistry	metal->;paper->cardboard	2.9 cm	2.8 cm	1.6 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0424.001.aa.cs.png
1981.0432.001	Syringe	Unknown	Technology	Dentistry	metal	12.0 cm	5.1 cm	1.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0432.001.aa.cs.png
1981.0433.001	Syringe	Unknown	Technology	Dentistry	metal	12.7 cm	2.9 cm	2.4 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0433.001.aa.cs.png
1981.0434.001	Syringe	Unknown	Technology	Dentistry	metal	11.6 cm	5.2 cm	1.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0434.001.aa.cs.png
1981.0435.001	Syringe	Unknown	Technology	Dentistry	metal	13.3 cm	5.2 cm	1.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0435.001.aa.cs.png
1981.0436.001	Syringe	Unknown	Technology	Dentistry	metal	14.1 cm	5.4 cm	2.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0436.001.aa.cs.png
1981.0437.001	Syringe kit	Unknown	Technology	Dentistry	glass->;metal->nickel;metal->silver;metal->steel	8.3 cm	4.9 cm	1.7 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0437.001.aa.cs.png
1981.0438.001	Syringe kit	Unknown	Technology	Dentistry	metal;glass	12.2 cm	3.7 cm	2.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0438.001.aa.cs.png
1981.0439.001	Syringe	Unknown	Technology	Dentistry	metal->steel	18.8 cm	3.3 cm	2.8 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0439.001.aa.cs.png
1981.0440.001	Handpiece	Unknown	Technology	Dentistry	metal->steel;synthetic	15.8 cm	7.8 cm	2.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0440.001.aa.cs.png
1981.0441.001	Handpiece	Unknown	Technology	Dentistry	metal->steel	15.7 cm	8.0 cm	2.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0441.001.aa.cs.png
1981.0443.001	Handpiece	Unknown	Technology	Dentistry	metal->steel	8.3 cm	1.4 cm	1.2 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0443.001.aa.cs.png
1981.0446.001	Spatula	Unknown	Technology	Dentistry	metal->stainless steel;wood	19.7 cm	1.8 cm	1.1 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0446.001.aa.cs.png
1981.0447.001	Spatula	Unknown	Technology	Dentistry	metal->steel - possible;wood	19.1 cm	3.3 cm	1.5 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0447.001.aa.cs.png
1981.0450.001	Pliers	Unknown	Technology	Dentistry	metal->stainless steel	11.2 cm	5.2 cm	1.0 cm	http://source.techno-science.ca/artifacts-artefacts/images/1981.0450.001.aa.cs.png
